Read  speed:  4234 kB/s (CD  24x, DVD  3x).
Write speed:  4234 kB/s (CD  24x, DVD  3x).
Capacity: 213504 Blocks = 427008 kBytes = 417 MBytes = 437 prMB
Sectorsize: 2048 Bytes
Errno: 5 (Input/output error), mode select g1 scsi sendcmd: no error
CDB:  55 10 00 00 00 00 00 00 14 00
status: 0x2 (CHECK CONDITION)
Sense Bytes: 70 00 05 00 00 00 00 0A 18 00 00 00 26 00 00 00
Sense Key: 0x5 Illegal Request, Segment 0
Sense Code: 0x26 Qual 0x00 (invalid field in parameter list) Fru 0x0
Sense flags: Blk 0 (not valid) 
cmd finished after 0.029s timeout 40s
Copy from SCSI (2,0,0) disk to file '/dev/null'
end:    213504
addr:        0 cnt: 49
addr:       49 cnt: 49
addr:       98 cnt: 49
addr:      147 cnt: 49
addr:      196 cnt: 49
addr:      245 cnt: 49
addr:    46599 cnt: 49
addr:    46648 cnt: 49
addr:    46697 cnt: 49
addr:    46746 cnt: 49
addr:    46795 cnt: 49
addr:    46844 cnt: 49
addr:    46893 cnt: 49
addr:    46942 cnt: 49
addr:    46991 cnt: 49
addr:    47040 cnt: 49
addr:    47089 cnt: 49
addr:    47138 cnt: 49
addr:    47187 cnt: 49
addr:    47236 cnt: 49
addr:    47285 cnt: 49
addr:    47334 cnt: 49
addr:    47383 cnt: 49
addr:    47432 cnt: 49
addr:    47481 cnt: 49
addr:    47530 cnt: 49
addr:    47579 cnt: 49
addr:    47628 cnt: 49
addr:    47677 cnt: 49
addr:    47726 cnt: 49
addr:    47775 cnt: 49
addr:    47824 cnt: 49
addr:    47873 cnt: 49
addr:    47922 cnt: 49
addr:    47971 cnt: 49
addr:    48020 cnt: 49
addr:    48069 cnt: 49
addr:    48118 cnt: 49
addr:    48167 cnt: 49
addr:    48216 cnt: 49
addr:    48265 cnt: 49
addr:    48314 cnt: 49
addr:    48363 cnt: 49
addr:    48412 cnt: 49
addr:    48461 cnt: 49
addr:    48510 cnt: 49
addr:    48559 cnt: 49
addr:    48608 cnt: 49
addr:    48657 cnt: 49
addr:    48706 cnt: 49
addr:    48755 cnt: 49
addr:    48804 cnt: 49
addr:    48853 cnt: 49
addr:    48902 cnt: 49
addr:    48951 cnt: 49
addr:    49000 cnt: 49
addr:    49049 cnt: 49
addr:    49098 cnt: 49
addr:    49147 cnt: 49
addr:    49196 cnt: 49
addr:    49245 cnt: 49
addr:    49294 cnt: 49
addr:    49343 cnt: 49
addr:    49392 cnt: 49
addr:    49441 cnt: 49
addr:    49490 cnt: 49
addr:    49539 cnt: 49
addr:    49588 cnt: 49
addr:    49637 cnt: 49
addr:    49686 cnt: 49
addr:    49735 cnt: 49
addr:    49784 cnt: 49
addr:    49833 cnt: 49
addr:    49882 cnt: 49
addr:    49931 cnt: 49
addr:    49980 cnt: 49
addr:    50029 cnt: 49
addr:    50078 cnt: 49
addr:    50127 cnt: 49
addr:    50176 cnt: 49
addr:    50225 cnt: 49
addr:    50274 cnt: 49
addr:    50323 cnt: 49
addr:    50372 cnt: 49
addr:    50421 cnt: 49
addr:    50470 cnt: 49
addr:    50519 cnt: 49
addr:    50568 cnt: 49
addr:    50617 cnt: 49
addr:    50666 cnt: 49
addr:    50715 cnt: 49
addr:    50764 cnt: 49
addr:    50813 cnt: 49
addr:    50862 cnt: 49
addr:    50911 cnt: 49
addr:    50960 cnt: 49
addr:    51009 cnt: 49
addr:    51058 cnt: 49
addr:    51107 cnt: 49
addr:    51156 cnt: 49
addr:    51205 cnt: 49
addr:    51254 cnt: 49
addr:    51303 cnt: 49
addr:    51352 cnt: 49
addr:    51401 cnt: 49
addr:    51450 cnt: 49
addr:    51499 cnt: 49
addr:    51548 cnt: 49
addr:    51597 cnt: 49
addr:    51646 cnt: 49
addr:    51695 cnt: 49
addr:    51744 cnt: 49
addr:    51793 cnt: 49
addr:    51842 cnt: 49
addr:    51891 cnt: 49
addr:    51940 cnt: 49
addr:    51989 cnt: 49
addr:    52038 cnt: 49
addr:    52087 cnt: 49
addr:    52136 cnt: 49
addr:    52185 cnt: 49
addr:    52234 cnt: 49
addr:    52283 cnt: 49
addr:    52332 cnt: 49
addr:    52381 cnt: 49
addr:    52430 cnt: 49
addr:    52479 cnt: 49
addr:    52528 cnt: 49
addr:    52577 cnt: 49
addr:    52626 cnt: 49
addr:    52675 cnt: 49
addr:    52724 cnt: 49
addr:    52773 cnt: 49
addr:    52822 cnt: 49
addr:    52871 cnt: 49
addr:    52920 cnt: 49
addr:    52969 cnt: 49
addr:    53018 cnt: 49
addr:    53067 cnt: 49
addr:    53116 cnt: 49
addr:    53165 cnt: 49
addr:    53214 cnt: 49
addr:    53263 cnt: 49
addr:    53312 cnt: 49
addr:    53361 cnt: 49
addr:    53410 cnt: 49
addr:    53459 cnt: 49
addr:    53508 cnt: 49
addr:    53557 cnt: 49
addr:    53606 cnt: 49
addr:    53655 cnt: 49
addr:    53704 cnt: 49
addr:    53753 cnt: 49
addr:    53802 cnt: 49
addr:    53851 cnt: 49
addr:    53900 cnt: 49
addr:    53949 cnt: 49
addr:    53998 cnt: 49
addr:    54047 cnt: 49
addr:    54096 cnt: 49
addr:    54145 cnt: 49
addr:    54194 cnt: 49
addr:    54243 cnt: 49
addr:    54292 cnt: 49
addr:    54341 cnt: 49
addr:    54390 cnt: 49
addr:    54439 cnt: 49
addr:    54488 cnt: 49
addr:    54537 cnt: 49
addr:    54586 cnt: 49
addr:    54635 cnt: 49
addr:    54684 cnt: 49
addr:    54733 cnt: 49
addr:    54782 cnt: 49
addr:    54831 cnt: 49
addr:    54880 cnt: 49
addr:    54929 cnt: 49
addr:    54978 cnt: 49
addr:    55027 cnt: 49
addr:    55076 cnt: 49
addr:    55125 cnt: 49
addr:    55174 cnt: 49
addr:    55223 cnt: 49
addr:    55272 cnt: 49
addr:    55321 cnt: 49
addr:    55370 cnt: 49
addr:    55419 cnt: 49
addr:    55468 cnt: 49
addr:    55517 cnt: 49
addr:    55566 cnt: 49
addr:    55615 cnt: 49
addr:    55664 cnt: 49
addr:    55713 cnt: 49
addr:    55762 cnt: 49
addr:    55811 cnt: 49
addr:    55860 cnt: 49
addr:    55909 cnt: 49
addr:    55958 cnt: 49
addr:    56007 cnt: 49
addr:    56056 cnt: 49
addr:    56105 cnt: 49
addr:    56154 cnt: 49
addr:    56203 cnt: 49
addr:    56252 cnt: 49
addr:    56301 cnt: 49
addr:    56350 cnt: 49
addr:    56399 cnt: 49
addr:    56448 cnt: 49
addr:    56497 cnt: 49
addr:    56546 cnt: 49
addr:    56595 cnt: 49
addr:    56644 cnt: 49
addr:    56693 cnt: 49
addr:    56742 cnt: 49
addr:    56791 cnt: 49
addr:    56840 cnt: 49
addr:    56889 cnt: 49
addr:    56938 cnt: 49
addr:    56987 cnt: 49
addr:    57036 cnt: 49
addr:    57085 cnt: 49
addr:    57134 cnt: 49
addr:    57183 cnt: 49
addr:    57232 cnt: 49
addr:    57281 cnt: 49
addr:    57330 cnt: 49
addr:    57379 cnt: 49
addr:    57428 cnt: 49
addr:    57477 cnt: 49
addr:    57526 cnt: 49
addr:    57575 cnt: 49
addr:    57624 cnt: 49
addr:    57673 cnt: 49
addr:    57722 cnt: 49
addr:    57771 cnt: 49
addr:    57820 cnt: 49
addr:    57869 cnt: 49
addr:    57918 cnt: 49
addr:    57967 cnt: 49
addr:    58016 cnt: 49
addr:    58065 cnt: 49
addr:    58114 cnt: 49
addr:    58163 cnt: 49
addr:    58212 cnt: 49
addr:    58261 cnt: 49
addr:    58310 cnt: 49
addr:    58359 cnt: 49
addr:    58408 cnt: 49
addr:    58457 cnt: 49
addr:    58506 cnt: 49
addr:    58555 cnt: 49
addr:    58604 cnt: 49
addr:    58653 cnt: 49
addr:    58702 cnt: 49
addr:    58751 cnt: 49
addr:    58800 cnt: 49
addr:    58849 cnt: 49
addr:    58898 cnt: 49
addr:    58947 cnt: 49
addr:    58996 cnt: 49
addr:    59045 cnt: 49
addr:    59094 cnt: 49
addr:    59143 cnt: 49
addr:    59192 cnt: 49
addr:    59241 cnt: 49
addr:    59290 cnt: 49
addr:    59339 cnt: 49
addr:    59388 cnt: 49
addr:    59437 cnt: 49
addr:    59486 cnt: 49
addr:    59535 cnt: 49
addr:    59584 cnt: 49
addr:    59633 cnt: 49
addr:    59682 cnt: 49
addr:    59731 cnt: 49
addr:    59780 cnt: 49
addr:    59829 cnt: 49
addr:    59878 cnt: 49
addr:    59927 cnt: 49
addr:    59976 cnt: 49
addr:    60025 cnt: 49
addr:    60074 cnt: 49
addr:    60123 cnt: 49
addr:    60172 cnt: 49
addr:    60221 cnt: 49
addr:    60270 cnt: 49
addr:    60319 cnt: 49
addr:    60368 cnt: 49
addr:    60417 cnt: 49
addr:    60466 cnt: 49
addr:    60515 cnt: 49
addr:    60564 cnt: 49
addr:    60613 cnt: 49
addr:    60662 cnt: 49
addr:    60711 cnt: 49
addr:    60760 cnt: 49
addr:    60809 cnt: 49
addr:    60858 cnt: 49
addr:    60907 cnt: 49
addr:    60956 cnt: 49
addr:    61005 cnt: 49
addr:    61054 cnt: 49
addr:    61103 cnt: 49
addr:    61152 cnt: 49
addr:    61201 cnt: 49
addr:    61250 cnt: 49
addr:    61299 cnt: 49
addr:    61348 cnt: 49
addr:    61397 cnt: 49
addr:    61446 cnt: 49
addr:    61495 cnt: 49
addr:    61544 cnt: 49
addr:    61593 cnt: 49
addr:    61642 cnt: 49
addr:    61691 cnt: 49
addr:    61740 cnt: 49
addr:    61789 cnt: 49
addr:    61838 cnt: 49
addr:    61887 cnt: 49
addr:    61936 cnt: 49
addr:    61985 cnt: 49
addr:    62034 cnt: 49
addr:    62083 cnt: 49
addr:    62132 cnt: 49
addr:    62181 cnt: 49
addr:    62230 cnt: 49
addr:    62279 cnt: 49
addr:    62328 cnt: 49
addr:    62377 cnt: 49
addr:    62426 cnt: 49
addr:    62475 cnt: 49
addr:    62524 cnt: 49
addr:    62573 cnt: 49
addr:    62622 cnt: 49
addr:    62671 cnt: 49
addr:    62720 cnt: 49
addr:    62769 cnt: 49
addr:    62818 cnt: 49
addr:    62867 cnt: 49
addr:    62916 cnt: 49
addr:    62965 cnt: 49
addr:    63014 cnt: 49
addr:    63063 cnt: 49
addr:    63112 cnt: 49
addr:    63161 cnt: 49
addr:    63210 cnt: 49
addr:    63259 cnt: 49
addr:    63308 cnt: 49
addr:    63357 cnt: 49
addr:    63406 cnt: 49
addr:    63455 cnt: 49
addr:    63504 cnt: 49
addr:    63553 cnt: 49
addr:    63602 cnt: 49
addr:    63651 cnt: 49
addr:    63700 cnt: 49
addr:    63749 cnt: 49
addr:    63798 cnt: 49
addr:    63847 cnt: 49
addr:    63896 cnt: 49
addr:    63945 cnt: 49
addr:    63994 cnt: 49
addr:    64043 cnt: 49
addr:    64092 cnt: 49
addr:    64141 cnt: 49
addr:    64190 cnt: 49
addr:    64239 cnt: 49
addr:    64288 cnt: 49
addr:    64337 cnt: 49
addr:    64386 cnt: 49
addr:    64435 cnt: 49
addr:    64484 cnt: 49
addr:    64533 cnt: 49
addr:    64582 cnt: 49
addr:    64631 cnt: 49
addr:    64680 cnt: 49
addr:    64729 cnt: 49
addr:    64778 cnt: 49
addr:    64827 cnt: 49
addr:    64876 cnt: 49
addr:    64925 cnt: 49
addr:    64974 cnt: 49
addr:    65023 cnt: 49
addr:    65072 cnt: 49
addr:    65121 cnt: 49
addr:    65170 cnt: 49
addr:    65219 cnt: 49
addr:    65268 cnt: 49
addr:    65317 cnt: 49
addr:    65366 cnt: 49
addr:    65415 cnt: 49
addr:    65464 cnt: 49
addr:    65513 cnt: 49
addr:    65562 cnt: 49
addr:    65611 cnt: 49
addr:    65660 cnt: 49
addr:    65709 cnt: 49
addr:    65758 cnt: 49
addr:    65807 cnt: 49
addr:    65856 cnt: 49
addr:    65905 cnt: 49
addr:    65954 cnt: 49
addr:    66003 cnt: 49
addr:    66052 cnt: 49
addr:    66101 cnt: 49
addr:    66150 cnt: 49
addr:    66199 cnt: 49
addr:    66248 cnt: 49
addr:    66297 cnt: 49
addr:    66346 cnt: 49
addr:    66395 cnt: 49
addr:    66444 cnt: 49
addr:    66493 cnt: 49
addr:    66542 cnt: 49
addr:    66591 cnt: 49
addr:    66640 cnt: 49
addr:    66689 cnt: 49
addr:    66738 cnt: 49
addr:    66787 cnt: 49
addr:    66836 cnt: 49
addr:    66885 cnt: 49
addr:    66934 cnt: 49
addr:    66983 cnt: 49
addr:    67032 cnt: 49
addr:    67081 cnt: 49
addr:    67130 cnt: 49
addr:    67179 cnt: 49
addr:    67228 cnt: 49
addr:    67277 cnt: 49
addr:    67326 cnt: 49
addr:    67375 cnt: 49
addr:    67424 cnt: 49
addr:    67473 cnt: 49
addr:    67522 cnt: 49
addr:    67571 cnt: 49
addr:    67620 cnt: 49
addr:    67669 cnt: 49
addr:    67718 cnt: 49
addr:    67767 cnt: 49
addr:    67816 cnt: 49
addr:    67865 cnt: 49
addr:    67914 cnt: 49
addr:    67963 cnt: 49
addr:    68012 cnt: 49
addr:    68061 cnt: 49
addr:    68110 cnt: 49
addr:    68159 cnt: 49
addr:    68208 cnt: 49
addr:    68257 cnt: 49
addr:    68306 cnt: 49
addr:    68355 cnt: 49
addr:    68404 cnt: 49
addr:    68453 cnt: 49
addr:    68502 cnt: 49
addr:    68551 cnt: 49
addr:    68600 cnt: 49
addr:    68649 cnt: 49
addr:    68698 cnt: 49
addr:    68747 cnt: 49
addr:    68796 cnt: 49
addr:    68845 cnt: 49
addr:    68894 cnt: 49
addr:    68943 cnt: 49
addr:    68992 cnt: 49
addr:    69041 cnt: 49
addr:    69090 cnt: 49
addr:    69139 cnt: 49
addr:    69188 cnt: 49
addr:    69237 cnt: 49
addr:    69286 cnt: 49
addr:    69335 cnt: 49
addr:    69384 cnt: 49
addr:    69433 cnt: 49
addr:    69482 cnt: 49
addr:    69531 cnt: 49
addr:    69580 cnt: 49
addr:    69629 cnt: 49
addr:    69678 cnt: 49
addr:    69727 cnt: 49
addr:    69776 cnt: 49
addr:    69825 cnt: 49
addr:    69874 cnt: 49
addr:    69923 cnt: 49
addr:    69972 cnt: 49
addr:    70021 cnt: 49
addr:    70070 cnt: 49
addr:    70119 cnt: 49
addr:    70168 cnt: 49
addr:    70217 cnt: 49
addr:    70266 cnt: 49
addr:    70315 cnt: 49
addr:    70364 cnt: 49
addr:    70413 cnt: 49
addr:    70462 cnt: 49
addr:    70511 cnt: 49
addr:    70560 cnt: 49
addr:    70609 cnt: 49
addr:    70658 cnt: 49
addr:    70707 cnt: 49
addr:    70756 cnt: 49
addr:    70805 cnt: 49
addr:    70854 cnt: 49
addr:    70903 cnt: 49
addr:    70952 cnt: 49
addr:    71001 cnt: 49
addr:    71050 cnt: 49
addr:    71099 cnt: 49
addr:    71148 cnt: 49
addr:    71197 cnt: 49
addr:    71246 cnt: 49
addr:    71295 cnt: 49
addr:    71344 cnt: 49
addr:    71393 cnt: 49
addr:    71442 cnt: 49
addr:    71491 cnt: 49
addr:    71540 cnt: 49
addr:    71589 cnt: 49
addr:    71638 cnt: 49
addr:    71687 cnt: 49
addr:    71736 cnt: 49
addr:    71785 cnt: 49
addr:    71834 cnt: 49
addr:    71883 cnt: 49
addr:    71932 cnt: 49
addr:    71981 cnt: 49
addr:    72030 cnt: 49
addr:    72079 cnt: 49
addr:    72128 cnt: 49
addr:    72177 cnt: 49
addr:    72226 cnt: 49
addr:    72275 cnt: 49
addr:    72324 cnt: 49
addr:    72373 cnt: 49
addr:    72422 cnt: 49
addr:    72471 cnt: 49
addr:    72520 cnt: 49
addr:    72569 cnt: 49
addr:    72618 cnt: 49
addr:    72667 cnt: 49
addr:    72716 cnt: 49
addr:    72765 cnt: 49
addr:    72814 cnt: 49
addr:    72863 cnt: 49
addr:    72912 cnt: 49
addr:    72961 cnt: 49
addr:    73010 cnt: 49
addr:    73059 cnt: 49
addr:    73108 cnt: 49
addr:    73157 cnt: 49
addr:    73206 cnt: 49
addr:    73255 cnt: 49
addr:    73304 cnt: 49
addr:    73353 cnt: 49
addr:    73402 cnt: 49
addr:    73451 cnt: 49
addr:    73500 cnt: 49
addr:    73549 cnt: 49
addr:    73598 cnt: 49
addr:    73647 cnt: 49
addr:    73696 cnt: 49
addr:    73745 cnt: 49
addr:    73794 cnt: 49
addr:    73843 cnt: 49
addr:    73892 cnt: 49
addr:    73941 cnt: 49
addr:    73990 cnt: 49
addr:    74039 cnt: 49
addr:    74088 cnt: 49
addr:    74137 cnt: 49
addr:    74186 cnt: 49
addr:    74235 cnt: 49
addr:    74284 cnt: 49
addr:    74333 cnt: 49
addr:    74382 cnt: 49
addr:    74431 cnt: 49
addr:    74480 cnt: 49
addr:    74529 cnt: 49
addr:    74578 cnt: 49
addr:    74627 cnt: 49
addr:    74676 cnt: 49
addr:    74725 cnt: 49
addr:    74774 cnt: 49
addr:    74823 cnt: 49
addr:    74872 cnt: 49
addr:    74921 cnt: 49
addr:    74970 cnt: 49
addr:    75019 cnt: 49
addr:    75068 cnt: 49
addr:    75117 cnt: 49
addr:    75166 cnt: 49
addr:    75215 cnt: 49
addr:    75264 cnt: 49
addr:    75313 cnt: 49
addr:    75362 cnt: 49
addr:    75411 cnt: 49
addr:    75460 cnt: 49
addr:    75509 cnt: 49
addr:    75558 cnt: 49
addr:    75607 cnt: 49
addr:    75656 cnt: 49
addr:    75705 cnt: 49
addr:    75754 cnt: 49
addr:    75803 cnt: 49
addr:    75852 cnt: 49
addr:    75901 cnt: 49
addr:    75950 cnt: 49
addr:    75999 cnt: 49
addr:    76048 cnt: 49
addr:    76097 cnt: 49
addr:    76146 cnt: 49
addr:    76195 cnt: 49
addr:    76244 cnt: 49
addr:    76293 cnt: 49
addr:    76342 cnt: 49
addr:    76391 cnt: 49
addr:    76440 cnt: 49
addr:    76489 cnt: 49
addr:    76538 cnt: 49
addr:    76587 cnt: 49
addr:    76636 cnt: 49
addr:    76685 cnt: 49
addr:    76734 cnt: 49
addr:    76783 cnt: 49
addr:    76832 cnt: 49
addr:    76881 cnt: 49
addr:    76930 cnt: 49
addr:    76979 cnt: 49
addr:    77028 cnt: 49
addr:    77077 cnt: 49
addr:    77126 cnt: 49
addr:    77175 cnt: 49
addr:    77224 cnt: 49
addr:    77273 cnt: 49
addr:    77322 cnt: 49
addr:    77371 cnt: 49
addr:    77420 cnt: 49
addr:    77469 cnt: 49
addr:    77518 cnt: 49
addr:    77567 cnt: 49
addr:    77616 cnt: 49
addr:    77665 cnt: 49
addr:    77714 cnt: 49
addr:    77763 cnt: 49
addr:    77812 cnt: 49
addr:    77861 cnt: 49
addr:    77910 cnt: 49
addr:    77959 cnt: 49
addr:    78008 cnt: 49
addr:    78057 cnt: 49
addr:    78106 cnt: 49
addr:    78155 cnt: 49
addr:    78204 cnt: 49
addr:    78253 cnt: 49
addr:    78302 cnt: 49
addr:    78351 cnt: 49
addr:    78400 cnt: 49
addr:    78449 cnt: 49
addr:    78498 cnt: 49
addr:    78547 cnt: 49
addr:    78596 cnt: 49
addr:    78645 cnt: 49
addr:    78694 cnt: 49
addr:    78743 cnt: 49
addr:    78792 cnt: 49
addr:    78841 cnt: 49
addr:    78890 cnt: 49
addr:    78939 cnt: 49
addr:    78988 cnt: 49
addr:    79037 cnt: 49
addr:    79086 cnt: 49
addr:    79135 cnt: 49
addr:    79184 cnt: 49
addr:    79233 cnt: 49
addr:    79282 cnt: 49
addr:    79331 cnt: 49
addr:    79380 cnt: 49
addr:    79429 cnt: 49
addr:    79478 cnt: 49
addr:    79527 cnt: 49
addr:    79576 cnt: 49
addr:    79625 cnt: 49
addr:    79674 cnt: 49
addr:    79723 cnt: 49
addr:    79772 cnt: 49
addr:    79821 cnt: 49
addr:    79870 cnt: 49
addr:    79919 cnt: 49
addr:    79968 cnt: 49
addr:    80017 cnt: 49
addr:    80066 cnt: 49
addr:    80115 cnt: 49
addr:    80164 cnt: 49
addr:    80213 cnt: 49
addr:    80262 cnt: 49
addr:    80311 cnt: 49
addr:    80360 cnt: 49
addr:    80409 cnt: 49
addr:    80458 cnt: 49
addr:    80507 cnt: 49
addr:    80556 cnt: 49
addr:    80605 cnt: 49
addr:    80654 cnt: 49
addr:    80703 cnt: 49
addr:    80752 cnt: 49
addr:    80801 cnt: 49
addr:    80850 cnt: 49
addr:    80899 cnt: 49
addr:    80948 cnt: 49
addr:    80997 cnt: 49
addr:    81046 cnt: 49
addr:    81095 cnt: 49
addr:    81144 cnt: 49
addr:    81193 cnt: 49
addr:    81242 cnt: 49
addr:    81291 cnt: 49
addr:    81340 cnt: 49
addr:    81389 cnt: 49
addr:    81438 cnt: 49
addr:    81487 cnt: 49
addr:    81536 cnt: 49
addr:    81585 cnt: 49
addr:    81634 cnt: 49
addr:    81683 cnt: 49
addr:    81732 cnt: 49
addr:    81781 cnt: 49
addr:    81830 cnt: 49
addr:    81879 cnt: 49
addr:    81928 cnt: 49
addr:    81977 cnt: 49
addr:    82026 cnt: 49
addr:    82075 cnt: 49
addr:    82124 cnt: 49
addr:    82173 cnt: 49
addr:    82222 cnt: 49
addr:    82271 cnt: 49
addr:    82320 cnt: 49
addr:    82369 cnt: 49
addr:    82418 cnt: 49
addr:    82467 cnt: 49
addr:    82516 cnt: 49
addr:    82565 cnt: 49
addr:    82614 cnt: 49
addr:    82663 cnt: 49
addr:    82712 cnt: 49
addr:    82761 cnt: 49
addr:    82810 cnt: 49
addr:    82859 cnt: 49
addr:    82908 cnt: 49
addr:    82957 cnt: 49
addr:    83006 cnt: 49
addr:    83055 cnt: 49
addr:    83104 cnt: 49
addr:    83153 cnt: 49
addr:    83202 cnt: 49
addr:    83251 cnt: 49
addr:    83300 cnt: 49
addr:    83349 cnt: 49
addr:    83398 cnt: 49
addr:    83447 cnt: 49
addr:    83496 cnt: 49
addr:    83545 cnt: 49
addr:    83594 cnt: 49
addr:    83643 cnt: 49
addr:    83692 cnt: 49
addr:    83741 cnt: 49
addr:    83790 cnt: 49
addr:    83839 cnt: 49
addr:    83888 cnt: 49
addr:    83937 cnt: 49
addr:    83986 cnt: 49
addr:    84035 cnt: 49
addr:    84084 cnt: 49
addr:    84133 cnt: 49
addr:    84182 cnt: 49
addr:    84231 cnt: 49
addr:    84280 cnt: 49
addr:    84329 cnt: 49
addr:    84378 cnt: 49
addr:    84427 cnt: 49
addr:    84476 cnt: 49
addr:    84525 cnt: 49
addr:    84574 cnt: 49
addr:    84623 cnt: 49
addr:    84672 cnt: 49
addr:    84721 cnt: 49
addr:    84770 cnt: 49
addr:    84819 cnt: 49
addr:    84868 cnt: 49
addr:    84917 cnt: 49
addr:    84966 cnt: 49
addr:    85015 cnt: 49
addr:    85064 cnt: 49
addr:    85113 cnt: 49
addr:    85162 cnt: 49
addr:    85211 cnt: 49
addr:    85260 cnt: 49
addr:    85309 cnt: 49
addr:    85358 cnt: 49
addr:    85407 cnt: 49
addr:    85456 cnt: 49
addr:    85505 cnt: 49
addr:    85554 cnt: 49
addr:    85603 cnt: 49
addr:    85652 cnt: 49
addr:    85701 cnt: 49
addr:    85750 cnt: 49
addr:    85799 cnt: 49
addr:    85848 cnt: 49
addr:    85897 cnt: 49
addr:    85946 cnt: 49
addr:    85995 cnt: 49
addr:    86044 cnt: 49
addr:    86093 cnt: 49
addr:    86142 cnt: 49
addr:    86191 cnt: 49
addr:    86240 cnt: 49
addr:    86289 cnt: 49
addr:    86338 cnt: 49
addr:    86387 cnt: 49
addr:    86436 cnt: 49
addr:    86485 cnt: 49
addr:    86534 cnt: 49
addr:    86583 cnt: 49
addr:    86632 cnt: 49
addr:    86681 cnt: 49
addr:    86730 cnt: 49
addr:    86779 cnt: 49
addr:    86828 cnt: 49
addr:    86877 cnt: 49
addr:    86926 cnt: 49
addr:    86975 cnt: 49
addr:    87024 cnt: 49
addr:    87073 cnt: 49
addr:    87122 cnt: 49
addr:    87171 cnt: 49
addr:    87220 cnt: 49
addr:    87269 cnt: 49
addr:    87318 cnt: 49
addr:    87367 cnt: 49
addr:    87416 cnt: 49
addr:    87465 cnt: 49
addr:    87514 cnt: 49
addr:    87563 cnt: 49
addr:    87612 cnt: 49
addr:    87661 cnt: 49
addr:    87710 cnt: 49
addr:    87759 cnt: 49
addr:    87808 cnt: 49
addr:    87857 cnt: 49
addr:    87906 cnt: 49
addr:    87955 cnt: 49
addr:    88004 cnt: 49
addr:    88053 cnt: 49
addr:    88102 cnt: 49
addr:    88151 cnt: 49
addr:    88200 cnt: 49
addr:    88249 cnt: 49
addr:    88298 cnt: 49
addr:    88347 cnt: 49
addr:    88396 cnt: 49
addr:    88445 cnt: 49
addr:    88494 cnt: 49
addr:    88543 cnt: 49
addr:    88592 cnt: 49
addr:    88641 cnt: 49
addr:    88690 cnt: 49
addr:    88739 cnt: 49
addr:    88788 cnt: 49
addr:    88837 cnt: 49
addr:    88886 cnt: 49
addr:    88935 cnt: 49
addr:    88984 cnt: 49
addr:    89033 cnt: 49
addr:    89082 cnt: 49
addr:    89131 cnt: 49
addr:    89180 cnt: 49
addr:    89229 cnt: 49
addr:    89278 cnt: 49
addr:    89327 cnt: 49
addr:    89376 cnt: 49
addr:    89425 cnt: 49
addr:    89474 cnt: 49
addr:    89523 cnt: 49
addr:    89572 cnt: 49
addr:    89621 cnt: 49
addr:    89670 cnt: 49
addr:    89719 cnt: 49
addr:    89768 cnt: 49
addr:    89817 cnt: 49
addr:    89866 cnt: 49
addr:    89915 cnt: 49
addr:    89964 cnt: 49
addr:    90013 cnt: 49
addr:    90062 cnt: 49
addr:    90111 cnt: 49
addr:    90160 cnt: 49
addr:    90209 cnt: 49
addr:    90258 cnt: 49
addr:    90307 cnt: 49
addr:    90356 cnt: 49
addr:    90405 cnt: 49
addr:    90454 cnt: 49
addr:    90503 cnt: 49
addr:    90552 cnt: 49
addr:    90601 cnt: 49
addr:    90650 cnt: 49
addr:    90699 cnt: 49
addr:    90748 cnt: 49
addr:    90797 cnt: 49
addr:    90846 cnt: 49
addr:    90895 cnt: 49
addr:    90944 cnt: 49
addr:    90993 cnt: 49
addr:    91042 cnt: 49
addr:    91091 cnt: 49
addr:    91140 cnt: 49
addr:    91189 cnt: 49
addr:    91238 cnt: 49
addr:    91287 cnt: 49
addr:    91336 cnt: 49
addr:    91385 cnt: 49
addr:    91434 cnt: 49
addr:    91483 cnt: 49
addr:    91532 cnt: 49
addr:    91581 cnt: 49
addr:    91630 cnt: 49
addr:    91679 cnt: 49
addr:    91728 cnt: 49
addr:    91777 cnt: 49
addr:    91826 cnt: 49
addr:    91875 cnt: 49
addr:    91924 cnt: 49
addr:    91973 cnt: 49
addr:    92022 cnt: 49
addr:    92071 cnt: 49
addr:    92120 cnt: 49
addr:    92169 cnt: 49
addr:    92218 cnt: 49
addr:    92267 cnt: 49
addr:    92316 cnt: 49
addr:    92365 cnt: 49
addr:    92414 cnt: 49
addr:    92463 cnt: 49
addr:    92512 cnt: 49
addr:    92561 cnt: 49
addr:    92610 cnt: 49
addr:    92659 cnt: 49
addr:    92708 cnt: 49
addr:    92757 cnt: 49
addr:    92806 cnt: 49
addr:    92855 cnt: 49
addr:    92904 cnt: 49
addr:    92953 cnt: 49
addr:    93002 cnt: 49
addr:    93051 cnt: 49
addr:    93100 cnt: 49
addr:    93149 cnt: 49
addr:    93198 cnt: 49
addr:    93247 cnt: 49
addr:    93296 cnt: 49
addr:    93345 cnt: 49
addr:    93394 cnt: 49
addr:    93443 cnt: 49
addr:    93492 cnt: 49
addr:    93541 cnt: 49
addr:    93590 cnt: 49
addr:    93639 cnt: 49
addr:    93688 cnt: 49
addr:    93737 cnt: 49
addr:    93786 cnt: 49
addr:    93835 cnt: 49
addr:    93884 cnt: 49
addr:    93933 cnt: 49
addr:    93982 cnt: 49
